TotalDisplacement 6258453
MaxDisplacement 4643
NumCells 12028
c10576 -33330 25760
c1366 -33330 -24136
c6300 -33330 -27664
c4163 -33330 22232
c1980 -33330 3080
c7875 -33330 -4984
c8252 -33330 17192
c5119 -33330 19208
c3263 -33330 28784
c3285 -33330 31808
c7567 -33330 560
c7921 -33330 3584
c240 -33330 -32200
c5172 -33330 25256
c7454 -33330 -9016
c7927 -33330 -1960
c6085 -33330 -8512
c4137 -33330 -30688
c9925 -33330 -6496
c11298 -33330 19712
c1273 -33330 2576
c8388 -33330 -21112
c11813 -33330 9128
c9255 -33330 -7504
c9251 -33330 -31696
c2053 -33330 -21616
c8328 -33330 -32704
c10643 -33330 18704
c2035 -33330 9632
c5062 -33330 24752
c5670 -33330 -2968
c5660 -33330 28280
c11963 -33330 -25144
c7865 -33330 31304
c5648 -33330 22736
c11429 -33330 12152
c5301 -33330 -9520
c10758 -33330 18200
c1556 -33330 13160
c10862 -33330 -31192
c3071 -33330 -20608
c7537 -33330 -30184
c1681 -33330 -16072
c6163 -33330 2072
c9790 -33330 15176
c8087 -33330 14672
c5390 -33330 -12040
c7051 -33330 8624
c1635 -33330 10136
c8071 -33330 -8008
c176 -33330 30800
c3103 -33330 27776
c4108 -33330 -25648
c2961 -33330 26264
c11861 -33330 -5992
c6720 -33330 -23128
c7955 -33330 29288
c5523 -33330 16688
c1488 -33330 7112
c4117 -33330 -27160
c9154 -33330 -7000
c2023 -33330 -22120
c11477 -33330 20216
c10875 -33330 5600
c209 -33330 1064
c6197 -33330 56
c6194 -33330 15680
c3164 -33330 21728
c1721 -33330 -26656
c11201 -33330 11648
c7781 -32274 9632
c8820 -33330 -5488
c2276 -33330 23240
c7186 -33330 -15568
c5801 -33330 6608
c8782 -33330 -10024
c2322 -33330 -14560
c10311 -33330 32312
c949 -33330 -17080
c5830 -33330 21224
c1140 -33330 29792
c8774 -33330 -16576
c2653 -33330 4088
c4462 -32406 8624
c5854 -33330 14168
c11270 -33330 24248
c9437 -33330 32816
c2628 -32538 23240
c8750 -33330 -28168
c1095 -33330 6104
c11209 -33330 -23632
c4709 -33330 4592
c4698 -32538 30800
c4487 -33330 -1456
c5950 -33330 1568
c4531 -33330 20720
c9407 -33330 -20104
c2530 -33330 16184
c4578 -33330 26768
c7657 -32274 -5992
c8490 -33330 -22624
c6626 -33330 23744
c334 -33330 27272
c2171 -32274 1568
c2252 -33330 -2464
c9981 -32538 -23128
c330 -33330 17696
c5089 -31746 24248
c5879 -33330 -12544
c1806 -33330 -17584
c5741 -33330 -448
c6069 -33330 11144
c7421 -33330 5096
c5964 -32406 6104
c987 -32802 -15568
c8390 -33330 -952
c3948 -33198 12656
c2319 -31878 1568
c742 -33198 7616
c2460 -32406 56
c8752 -33330 -11032
c2489 -32274 -1960
c6996 -33330 -3472
c10527 -33330 -10528
c6424 -31746 -7000
c6522 -33330 -3976
c335 -31746 -10024
c6645 -33330 -15064
c5105 -33132 -13048
c470 -33330 -28672
c9287 -33198 -13552
c10985 -32934 -19096
c8914 -33330 -18592
c5750 -32934 -19600
c3011 -33330 -29176
c1697 -33330 -18088
c2852 -33330 13664
c2049 -32406 -20104
c7056 -31878 -3472
c1663 -32274 11144
c10185 -32538 -12040
c1104 -32406 13160
c11149 -32538 13664
c5393 -31746 -18088
c9545 -31746 25256
c3938 -32406 5600
c10355 -33198 -29680
c8719 -31746 16688
c10890 -31746 17192
c8971 -31746 -18592
c5804 -31482 -17584
c4297 -31746 5096
c4504 -31746 6608
c771 -33330 -14056
c5053 -31746 7112
c1841 -32604 -11536
c7539 -31746 -14056
c4267 -31482 -16072
c9077 -32274 -29680
c8536 -31746 -29176
c8949 -31746 -28672
c8063 -31746 22736
c6289 -31746 -15064
c8856 -32802 10640
c6805 -32934 -24640
c5100 -32274 -24136
c3880 -31746 -30184
c7472 -31746 11648
c370 -31746 25760
c3404 -33066 -4480
c3134 -31746 -3976
c9939 -32406 3584
c11440 -32802 -4480
c2835 -31746 9128
c2671 -32340 30296
c2785 -33066 -33208
c2295 -32406 -28168
c6739 -32274 -4480
c7325 -31746 22232
c7595 -31746 17696
c11036 -32274 -4984
c4873 -31746 -22624
c6509 -31746 -25144
c1680 -31746 -32704
c3817 -31746 -2968
c8982 -33000 -26152
c8147 -31746 -26656
c10129 -31416 -26152
c3328 -31746 -27160
c8958 -32208 -23632
c11656 -31482 -23128
c1736 -31746 -31192
c9567 -31746 18704
c632 -31482 -33208
c5928 -31746 -25648
c5751 -31746 28280
c11742 -31746 -4480
c4549 -31746 -8008
c10664 -31746 -32200
c10041 -31746 10640
c4361 -31350 7112
c955 -31746 -8512
c8178 -31746 -22120
c8871 -31746 20720
c6428 -31482 -11032
c9240 -31746 28784
c8563 -31482 -14560
c5986 -31482 -10528
c3717 -31482 -4984
c8300 -31350 -24640
c6523 -31746 10136
c8652 -31482 -3976
c3464 -31350 -4480
c6023 -31746 14168
c6653 -31350 -13552
c15 -30954 10136
c10688 -31746 4088
c4746 -32076 -5488
c450 -31746 -7504
c4518 -31746 29288
c7213 -31614 30800
c6888 -31350 -28168
c11086 -31746 1064
c3538 -30690 9632
c2026 -31746 21728
c8168 -31614 1568
c11192 -31746 12152
c9643 -31746 26264
c1960 -31746 16184
c51 -31812 27776
c2794 -30690 28784
c7116 -31812 27272
c3237 -31482 -8512
c9385 -31482 -448
c11279 -31746 3080
c6883 -32472 8120
c4235 -31548 8120
c1875 -31350 -4984
c11615 -31680 2576
c9432 -31086 -8008
c9645 -31482 -952
c7699 -31284 -13048
c2746 -31614 26768
c9017 -31746 31304
c7582 -31416 -5488
c6029 -30954 -15568
c5179 -30954 31304
c8676 -31482 -16576
c9809 -30822 -25648
c8327 -31482 -31696
c4686 -31482 32816
c2209 -30888 32312
c1246 -31482 31808
c9490 -30030 31304
c2168 -30822 25760
c6659 -30822 26264
c11947 -31284 -5488
c10995 -31614 -6496
c1035 -31482 23744
c548 -31350 19208
c5441 -31350 19712
c4753 -31482 20216
c472 -30954 18704
c10551 -31350 14672
c10175 -30954 -6496
c11253 -30954 13664
c9359 -31086 -8512
c11320 -30690 -7000
c10013 -30558 14168
c9791 -30690 -22120
c1965 -30162 -22624
c8627 -30690 13664
c5337 -30624 8120
c7520 -30954 2072
c3300 -30162 17192
c6584 -30756 23240
c5479 -29898 -10024
c3401 -30690 -6496
c2912 -30690 22736
c9412 -30558 23744
c4692 -30756 10640
c7597 -29898 -10528
c499 -30624 7112
c5512 -30294 -2968
c3431 -30360 -1960
c7500 -30690 4088
c2673 -30426 7616
c9209 -30756 4592
c4350 -29898 -23128
c1600 -30162 -4984
c982 -30624 -2464
c1168 -30096 14672
c7586 -30228 -9520
c10759 -30162 6608
c10460 -29502 -10024
c6218 -30030 8624
c6532 -30888 15680
c1019 -30558 -31192
c8156 -30096 16688
c4710 -29634 4088
c2508 -30294 6104
c1333 -30294 5600
c10095 -29898 56
c4186 -30162 30296
c7892 -29502 -10528
c7147 -30228 16184
c7477 -29898 -20104
c6164 -30360 -12544
c10411 -30426 1064
c3616 -30030 7616
c3036 -29964 -12544
c4827 -30030 25760
c6954 -29568 4592
c3172 -30492 -5992
c11547 -29766 25760
c11144 -30624 -8512
c10490 -30360 -20608
c3150 -30426 -6496
c4938 -29766 -21112
c1002 -30756 -5488
c10083 -30162 -7000
c5514 -30096 -4480
c8572 -30228 560
c5145 -29964 -8008
c9671 -30360 -5488
c6656 -29238 -10528
c6795 -29766 -31696
c10851 -30294 -19600
c7457 -29898 -16072
c10910 -29436 -9520
c2908 -29700 -4480
c11292 -30360 -16576
c3608 -29898 -11032
c3499 -30162 3080
c3777 -29700 2576
c3212 -30162 -21616
c10172 -30426 29288
c840 -29040 -20608
c153 -29502 -11032
c11286 -29964 5096
c10222 -29766 -19600
c9823 -29502 -7000
c2901 -29370 1064
c837 -29634 -448
c2781 -29700 -17584
c11352 -29436 8120
c2084 -29700 -26656
c9105 -29832 -8512
c6907 -30096 24248
c5458 -29832 -4984
c7172 -30030 -7504
c4157 -29436 5096
c2702 -30294 -17080
c2160 -30426 21224
c6851 -28974 -17080
c3269 -29040 -9520
c3964 -29898 2072
c8726 -29898 20720
c9599 -28908 -16576
c11865 -29502 -7504
c8206 -29700 19208
c7532 -28842 -10528
c8378 -30360 12656
c5420 -29898 20216
c7761 -30162 -15568
c4546 -29898 26768
c1546 -28776 4592
c6621 -30162 -6496
c10000 -30162 -15064
c7278 -30228 -19096
c9354 -29568 -1456
c3657 -29106 -21616
c7934 -29766 9632
c8146 -30162 18200
c2531 -29172 -2464
c5633 -30294 3584
c8033 -30162 3584
c1316 -30030 3584
c3266 -29436 -4480
c1321 -30426 13160
c3018 -30228 -5992
c11736 -29898 -14056
c5682 -30096 9128
c4749 -30294 -9016
c10225 -30030 -9016
c2144 -29502 21224
c9346 -29832 -5488
c1468 -29766 -9016
c3819 -30162 -3472
c11360 -29106 30296
c2438 -28776 9128
c10124 -29898 -22120
c2931 -29898 24752
c11789 -30294 21728
c6337 -29370 18704
c7192 -29700 29792
c4868 -29106 -11032
c2071 -30030 -29176
c623 -29832 1568
c10843 -29502 -9016
c11226 -29964 -13552
c7926 -30228 -27664
c6269 -29436 -27160
c8375 -30096 -28168
c5797 -28644 -27664
c7714 -29832 12152
c5700 -29634 11648
c6788 -29106 22736
c6160 -29898 3584
c591 -29634 -15064
c4896 -29766 -26152
c4674 -29700 -5992
c10054 -29436 -13552
c6425 -29172 1568
c6034 -29304 16184
c7659 -29106 -22624
c9232 -29634 -13048
c5536 -29898 -30688
c1586 -29370 6608
c1551 -29964 27272
c1165 -30558 25256
c3297 -30096 15680
c8749 -28512 12656
c3849 -29172 23240
c9169 -29898 -32704
c7415 -29832 -33208
c2190 -30096 10136
c2201 -30030 13664
c11162 -29238 7616
c6057 -28710 -10528
c11267 -29700 -19096
c3697 -29898 -6496
c5092 -29040 -13552
c11489 -29304 -19096
c10616 -29634 17696
c3528 -29238 3584
c6480 -29040 -8512
c3380 -27984 12152
c9846 -28842 20216
c10942 -29832 -28672
c164 -29898 -29680
c3611 -28908 -4480
c4239 -29040 16184
c7287 -28974 -26152
c8042 -28578 13160
c11375 -29370 -6496
c4862 -29832 -3976
c3121 -28512 24248
c9016 -30096 10640
c8936 -29766 -18592
c9875 -29568 10640
c613 -28908 23240
c1780 -29304 -5488
c1134 -29964 -25648
c7854 -28710 -2968
c9446 -28974 20720
c6868 -29568 -3976
c9061 -28842 -6496
c5166 -28908 -9520
c8460 -28446 9632
c7061 -29106 17696
c2011 -29436 -5992
c2330 -29436 -4984
c5160 -29766 15176
c9158 -29370 -14056
c2157 -29040 10640
c9625 -28512 -28168
c9749 -29106 -15064
c1224 -28710 17696
c8865 -29370 -16072
c282 -29172 -3976
c5426 -28842 -16072
c879 -29634 -31192
c9787 -29304 -18088
c9295 -29172 -5992
c2132 -28050 13160
c10702 -29832 11144
c9821 -28974 -7504
c395 -28710 3584
c9041 -28644 -5992
c1258 -29700 -24136
c8200 -28908 -4984
c8090 -28842 -15568
c5320 -29304 -952
c3821 -28710 7616
c10433 -28974 23744
c4242 -29634 -24640
c8412 -28578 -6496
c7260 -29172 -8008
c6185 -29502 25256
c4006 -28776 10136
c1271 -29040 -952
c7816 -29502 -12040
c1942 -29238 -18592
c3338 -29238 2072
c9532 -28776 -8512
c9801 -28512 -5992
c11934 -28644 -19096
c8308 -28578 3080
c7794 -29370 25760
c10220 -28446 -19600
c11522 -29700 7112
c4756 -29568 -12544
c3228 -28578 -15064
c11168 -28776 -24136
c2855 -28710 6104
c3774 -28710 5600
c326 -28314 5600
c597 -28776 -4984
c5299 -28512 10640
c1400 -29106 14672
c3622 -29832 31808
c5880 -29304 32312
c9841 -28446 31304
c11919 -28248 31808
c11594 -28908 16688
c11948 -28974 26264
c7813 -28380 27272
c1881 -28446 -29176
c2669 -28314 -29680
c7376 -29040 -12544
c8051 -28578 -7000
c480 -29106 -13048
c4903 -28842 -9016
c5689 -28908 -8008
c11667 -28248 15680
c3796 -28776 -8008
c1891 -29238 14168
c10299 -28974 8120
c4203 -28776 -5488
c168 -28314 -3472
